word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
chikoku suru,to be late,遅刻する,,,,,,,,,,,,,,,,,,false
okureru,to be late (～に),遅れる,,okuremasu,okurete; okurenakute,okurenai; okuremasen,okureta; okuremashita,okurenakatta; okuremasen deshita,,,,,,,,,,,,false
osoi,late; slow,遅い,ososugiru (too slow/late); 私はレストランに遅く行きます。(I will go to the restaurant late.),,osokute,osokunai,osokatta,osokunakatta,,,,,,,,,,,,false
shinpo,progress; advance; improvement; development,進歩,どんどん進歩,,,,,,,,,,,,,,,,,false
susumu,to advance; to proceed; to go forward; to feel inclined; to feel like; to have a good appetite; to gain; to get worse,進む,Fune wa nami o kakiwakete dondon susunda. Uso o tsuku nowa ki ga susumanai. (The ship plowed her way through the waves. I am reluctant to tell a lie.),susumimasu,susunde,susumanai,susunda,,susumeru,susume,,,,,,,,,,false
susumideru,to step forward; to volunteer,進み出る,,,susumidete,,,,,,,,,,,,,,,false
shuumatsu,weekend,週末,,,,,,,,,,,,,,,,,,false
shuukanshi,weekly magazine,週刊誌,,,,,,,,,,,,,,,,,,false
renzoku dorama,serial TV drama,連続ドラマ,,,,,,,,,,,,,,,,,,false
renraku suru,to contact (person に); to get in touch with; to communicate; to correspond,連絡する,"also: renraku wo toru; Masao kara wa mada nan no renraku mo nai. (There is still no contact from Masao.)
Denshi meeru de renraku shimasu. (I'll contact you via email.)also: renraku wo toru; Masao kara wa mada nan no renraku mo nai. (There is still no contact from Masao.)
Denshi meeru de renraku shimasu. (I'll contact you via email.)also: renraku wo toru; Masao kara wa mada nan no renraku mo nai. (There is still no contact from Masao.)
Denshi meeru de renraku shimasu. (I'll contact you via email.)also: renraku wo toru; Masao kara wa mada nan no renraku mo nai. (There is still no contact from Masao.)
Denshi meeru de renraku shimasu. (I'll contact you via email.)",renraku shimasu,,,,,,,,,,,,,,,,false
renkyuu,consecutive holidays,連休,,,,,,,,,,,,,,,,,,false
renchuu,colleagues; company,連中,,,,,,,,,,,,,,,,,,false
tsuremodosu,to bring back,連れ戻す,,,,,,,,,,,,,,,,,,false
tsureru,to take (a person) somewhere; to lead; to take somewhere,連れる,tsuredashimasu (started to take someone),tsuremasu,tsurete,tsurenai,tsureta,,,,,,,,,,,,,false
tsuretekuru,to bring someone along/home,連れて来る,友達を家に連れて来るつもりです。(I will bring my friends back to my house.),,,,,,,,,,,,,,,,,false
tsureteiku,to take someone to a place; (person を place に); to bring someone somewhere,連れていく,"弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)弟を連れて公園へ行った。(I brought my brother to a park.)
watashi o soko e tsurete itte kudasai. (Please take me their.)",tsurete ikimasu,tsurete itte,,,,,,,,,,,,,,,false
tsukuru,"to manufacture; to build (usually large-scale building, manufacturing)",造る,,tsukurimasu,tsukutte,tsukuranai; tsukurimasen,tsukurimashita,,tsukureru,tsukure; tsukurinasai,tsukurou,1 (u-dropping verbs),,tsukureba,tsukurareru,,,tsukuraserareru,,false
sokudo,speed; velocity; rate,速度,制限速度は何キロですか？ (What's the speed limit?),,,,,,,,,,,,,,,,,false
hayai,fast; quickly; quick,速い,速さ (speed),,,,,,,,,,,,,,,,,false
tsuuro,aisle; passage; pathway; roadway,通路,,,,,,,,,,,,,,,,,,false
tsuuyaku,interpreter,通訳,通訳を頼めます（たのめます）か？ (Can I request a translator?),,,,,,,,,,,,,,,,,false
tsuukou,traffic; passage,通行,一方（いっぽう）通行 (one-way traffic); Omote-doori wa kuruma no tsuukou ga hageshii. (The main street has heavy car traffic.),,,,,,,,,,,,,,,,,false
tsuujou,regular; ordinary,通常,通常の～,,,,,,,,,,,,,,,,,false
tsuugaku,going to school; commuting to school,通学,,,,,,,,,,,,,,,,,,false
tsuukin,going to work,通勤,,,,,,,,,,,,,,,,,,false
tsuushin,correspondence; communication; transmission; news; signal,通信,,,,,,,,,,,,,,,,,,false
tooru,"to go through; to go by; to pass; to go along; to use (a road); to take (a road); to connect; (although tooru is intransitive, sometimes を is used.)",通る (intrans.),"この道を通っていくと近いですよ。(If you take/go down this road, it is close.)；通り過ぎちゃった (I went too far past…)",toorimasu,tootte,tooranai,tootta,tooranakatta,,,toorou,,,toottara,toorareru,,,,,false
doori,in accordance with ~; following ~,通り,予定通り (according to plan; on time),,,,,,,,,,,,,,,,,false
doori ni,in accordance with ~; according to ~; following ~; roughly; about,通り,jikan doori ni (on time); iu toori ni shimashita (it was done as said),,,,,,,,,,,,,,,,,false
toori,"street; avenue; road; coming and going; street traffic; flow (of water, air, etc.); the same status or way; as (e.g., as expected, as I said); counter for sets of things; counter for methods, ways, types",通り,"天気予報のとおり、… (as the weather forecast said, …)",,,,,,,,,,,,,,,,,false
toosu,"to pass through; to stick through; to force through; to spread throughout; to thoroughly diffuse; to make a path between two points; to proceed in a logical manner; to let pass; to allow through; to lead (someone) into (a house, room, etc.); to show in; to go through (a middleman); to (look, listen) through (a window, wall, etc.); to pass (a law, applicant, etc.); to force to accept; to force agreement; to continue (in a state); to persist in; to do to the entirety of; to cover all o; to span the whole; to do from beginning to end without a break; to convey (one's ideas, etc.) to the other party; (after the -te form of a verb) to do to the end; to carry through; to complete",通す,～を通して (through),,,,,,,,,,,,,,,,,false
tsuujiru,"to be open (to traffic); to lead to; to communicate (with); to flow (liquid, current); to pass; to et through to; to be understood; to be comprehended; to be honored; to be good; to be well versed in; to be well-informed; to form a liaison; to be intimate; ～を",通じる,,,,,,,,,,,,,,,,,,false
kayou,"to commute (～に); to go back and forth; to attend (school, church, etc.)",通う,,kayoimasu,kayotte; kayowanakute,kayowanai,kayotta; kayoimashita,,,,,,,,,,,,,false
~ tsuu,"connooisseur; master; authority; counter for letters, notes, documents, etc.",通,,,,,,,,,,,,,,,,,,false
togireru,to pause; to be interrupted,途切れる,,,,togirenai,,,,,,,,,,,,,,false
tochuu,on the way; en route; in the middle of; midway,途中,"帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)帰るとちゅう; 途中で友達に会いました。
tochuu de, tomodachi ni aimashita. (On the way, I ran into a friend.)",,,,,,,,,,,,,,,,,false
sukasu,to look through; to hold up to the light; to make an opening; to leave space; to space (lines); to prune (trees); to fart without making a sound,透かす,,,sukashite,,sukashita,,,,,,,,,,,,,false
gyakuten suru,to do a sudden change; to do a reversal; to do a turn-around,逆転する,,,,,,,,,,,,,,,,,,false
sakarau,to oppose; to go against; to disobey; to offend; to defy; to rebel,逆らう,Oya ni sakarau beki dewa nai. (You should not disobey your parents.),,,,,,,,,,,,,,,,,false
gyaku,opposite; backwards; reverse; inverted,逆,,,,,,,,,,,,,,,,,,false
nogasu,to miss; to let loose; to set free; to let escape,逃す,このチャンスを逃さないで。 (Don't miss this chance.),nogashimasu,nogashite,nogasanai,nogashita,,,,,,,,,,,,,false
nigekomu,to take refuge in; to succeed in running away,逃げ込む,,,,,,,,,,,,,,,,,,false
nigemawaru,to run from place to place,逃げ回る,,,,,,,,,,,,,,,,,,false
nigeru,to escape; to run away,逃げる,,nigemasu,nigete,nigenai,nigeta,,,nige; nigenasai,nigeyou,,,,,,,,,false
nigasu,to set free; to let loose; to let escape,逃がす,,,,,,,,,,,,,,,,,,false
soukin suru,sending money; to transfer money,送金する,,,,,,,,,,,,,,,,,,false
souryou,postage,送料,,,,,,,,,,,,,,,,,,false
soushin,transmission; sending,送信,データ送信ミス (data transmission error),,,,,,,,,,,,,,,,,false
okuru,to send; to ship; to see (someone) off; to dispatch; to spend,送る,Ryoushin wa inaka de shizukana seikatsu o okutteiru. (My parents have a quiet life in the countryside.); sono hito no tokoro e okutte kudasai.; 契約書（けいやくしょ）を送って（おくって）くださいますか？(Would you send me the contract?),okurimasu,okutte,okurimasen,okutta; okurimashita,,okureru,okurinasai,,1 (u-dropping verbs),okuritai; okuritakunai,,,,,,,false
okuru,to walk/drive (someone); to send; to see off; (person に thing を),送る,誰におくるの？(Who are they for?); 家まで送ろう。(I will take you home.),送ります,,,送りました,,,,送ろう,,,,,,,,,false
okurijyou,invoice,送り状,,,,,,,,,,,,,,,,,,false
taain suru,to leave a hospital; to be discharged from a hospital,退院する,,,,,,,,,,,,,,,,,,false
taiin,discharge from a hospital,退院,,,,,,,,,,,,,,,,,,false
taiji,"extermination (e.g., of pests, demons); elimination; eradication; suppression",退治,,,,,,,,,,,,,,,,,,false
taikutsu [na],bored,退屈な,,,,,,,,,,,,,,,,,,false
taijou,leaving; exit,退場,,,,,,,,,,,,,,,,,,false
taikyaku suru,to retreat; to withdraw; to retire,退却する,,,,,,,,,,,,,,,,,,false
doku,"to step aside; to move (e.g., out of the way); to make way; to resign; to retire; to quit; to secede",退く,,dokimasu,doite,dokanai,doita,,,doke,,,,,,,,,,false
doku,"to step aside; to move (i.e., out of the way); to make way; to resign; to retire; to quit; to secede",退く,,,dotte,,dotta,,,,,,,,,,,,,false
dokasu,to remove,退かす,,,,,,,,,,,,,,,,,,false
tsuiseki suru,to pursuit; to track; to keep records on; to trae,追跡する,,,,,,,,,,,,,,,,,,false
ottekuru,to follow,追ってくる,,,ottekite,,,,,,,,,,,,,,,false
ou,"to chase; to run after; to pursue; to follow (i.e., a set order, a trend); to drive away; to drive out; to oust; to expel",追う,"onna no ko wa booru o otte, kakedashita. (The girl started running to chase the ball.)",oimasu,otte; owanakute,owanai,otta,,owareru,oe,,,,,,,,,,false
oitsumeru,to corner; to drive to the wall; to run down; to track down; to chase after,追い詰める,～を追い詰めます,,,,,,,,,,,oitsumereba,,,,,,false
oinuku,to pass (a car); to overtake; to surpass,追い抜く,,,oinuite,,,,,,oinukou,,,,,,,,,false
oidasu,to expel; to drive out,追い出す,,,,,,,,,,,,,,,,,,false
oikakeru,to chase,追いかける,,,,,oikakemashita,,,,,,,oikakerareru,,,,,,false
meiwaku,trouble; annoyance; inconvenience,迷惑,Gomeiwaku o okakeshite sumimasen. (I am sorry to trouble you.),,,,,,,,,,,,,,,,,false
maigo,lost child; missing child,迷子,,,,,,,,,,,,,,,,,,false
meishin,superstition,迷信,,,,,,,,,,,,,,,,,,false
mayou,to get lost; to lose one's way; to be puzzled; to be confused; to be perplexed,迷う,"mada mayotteru (I haven't decided yet.; I haven't made up my mind.; I can't make up my mind.); michi ni mayotta (got lost); mayotte shimatte, hoteru ga mitsukarimasen. (We are lost and can't find the hotel.)",mayoimasu,mayotte,mayowanai,mayotta,mayowanakatta,mayoeru,,,,,mayoeba,,,,,,false
noberu,to state; to express; to mention; to explain; to tell; to refer,述べる,Sono hon no kansou o nobete kudasai. (Please give your impression of that book.),,,,,,,,,,,,,,,,,false
semaru,to approach; to draw near; to be imminent; to urge; to compel; to push (someone for something),迫る,,,sematte,,sematta,,,,,,,,,,,,,false
henpin suru,to return (merchandise) (～を),返品,kore o henpin shite mo ii desu ka. (May I return this item?),,,,,,,,,,,,,,,,,false
henji suru,to reply,返事する,お返事がおそくなってすみません,,,,,,,,,,,,,,,,,false
kaesu,to give back; to return (things borrowed); (person に thing を),返す,"お返し (to return, as a token of gratitude)",kaeshimasu,kaeshite,kaesanai,kaeshita; kaeshimashita,,,kaese; kaesanai,,,,,,,,,,false
kingan,nearsighted,近眼,,,,,,,,,,,,,,,,,,false
kinkai,coastal waters; adjacent seas,近海,,,,,,,,,,,,,,,,,,false
kinjo,neighborhood; vicinity,近所,,,,,,,,,,,,,,,,,,false
chikayoru,to approach; to draw near,近寄る,,,,,,,,,,,,,,,,,,false
kindaiteki,modern; modernized,近代的,,,,,,,,,,,,,,,,,,false
chikaduku,to approach; to draw near; to get close; to get acquainted with; to get closer to; to get to know,近づく,,chikadukimasu,chikaduite,chikadukanai,chikaduita; chikadukimashita,,,,,,,,,,,,,false
chikai,nearby; close to; short,近い,eki kara chikai (close to the station),,,,,,,,,,,,,,,,,false
geigeki,intercept; interception; counter attack,迎撃,迎撃ミサイル (interceptor missile); 弾道弾（だんどうだん）迎撃ミサイル (anti-ballistic missile),,,,,,,,,,,,,,,,,false
mukaeru,to go out to meet; to receive; to welcome; to accept (as a member of a group or family); to invite,迎える,,迎えます,迎えて,,迎えました；迎えた,,,,,,,,,,,,,false
mukaeru,"to greet, meet, welcome",迎える,迎えに行けない (I can't come and meet.)六時に迎えに来て下さい。(Please come to pick me up at 6 o'clock.)迎えに行けない (I can't come and meet.),,,,mukaemashita,,,,,,,,,,,,,false
mukae ni iku,to go pick (someone) up; (place まで/に person を); to go to meet; to go to meet somebody,迎えに行く,,,,,,,,,,,,,,,,,,false
mukae ni kuru,to come for ; to come to get ; to come to pick up,迎えに来る,,,,,,,,,,,,,,,,,,false
tadoritsuku,to struggle on to; to arrive somewhere after a struggle; to finally arrive at; to barely manage to reach,辿り着く,,tadoritsukimasu,tadoritsuite,,,,,,,,,,,,,,,false
komeru,"to load (a gun, etc.); to charge; to put into (e.g., emotion; effort); to include (e.g., tax in a sales price); to hang over; to shroud; to envelope; to screen",込める,,komemasu,komete,komenai,kometa,,,,,,,,,,,,,false
komu,to be crowded; to be packed; to go into; to put into; to remain (seated); to do thoroughly; to do intently; to continue in the same state,込む；混む,朝食込みですか？? (Is breakfast included?),komimasu,konde,komanai,konda; komimashita,,,,,,,,,,,,,false
komu,to become crowded; (～が),込む,"konde inakereba tanoshii noni …. (If only it wasn't so crowded, I might like it.)",komimasu,konde,komanai,konda,,,,,,,,,,,,,false
atari,area (around); the neighborhood; the vicinity; the surroundings; about,辺り,kono atari (around here); tokoya san ha kado no atari desu yo. (The baber's shop is around the corner.),,,,,,,,,,,,,,,,,false
hen,area; vicinity; region,辺,kono hen; sono hen; ano hen,,,,,,,,,,,,,,,,,false
noumin,farmer,農民,,,,,,,,,,,,,,,,,,false
noufu,(male) farmer; peasant; farmhand,農夫,,,,,,,,,,,,,,,,,,false
noujou,farm,農場,,,,,,,,,,,,,,,,,,false
jisho; jiten,dictionary,辞書; 辞典,,,,,,,,,,,,,,,,,,false
